1750032000000000,3.02340000,3.02450000,3.02200000,3.02240000,15492.60000000,1750032059999999,46837.50182000,167,12015.20000000,36322.42855000,0
1750032060000000,3.02230000,3.02270000,3.01770000,3.02040000,16626.60000000,1750032119999999,50208.31785000,305,6925.70000000,20910.81310000,0
1750032120000000,3.02050000,3.02140000,3.01890000,3.01890000,9112.00000000,1750032179999999,27522.30189000,181,4536.80000000,13702.84568000,0
1750032180000000,3.01920000,3.02130000,3.01830000,3.02040000,19115.30000000,1750032239999999,57721.51128000,225,4829.80000000,14587.08840000,0
1750032240000000,3.02020000,3.02480000,3.01920000,3.02480000,6272.60000000,1750032299999999,18952.80029000,189,4979.30000000,15045.29786000,0
1750032300000000,3.02500000,3.02570000,3.02260000,3.02310000,12287.60000000,1750032359999999,37152.45642000,192,5225.10000000,15798.24754000,0
1750032360000000,3.02310000,3.02360000,3.02060000,3.02080000,10896.50000000,1750032419999999,32933.13964000,200,8056.10000000,24348.73919000,0
1750032420000000,3.02080000,3.02280000,3.02080000,3.02150000,15792.60000000,1750032479999999,47727.31201000,213,11696.90000000,35350.03065000,0
1750032480000000,3.02140000,3.02140000,3.01770000,3.02060000,9145.00000000,1750032539999999,27612.88216000,259,4655.40000000,14054.34222000,0
1750032540000000,3.02060000,3.02060000,3.01500000,3.01600000,30227.70000000,1750032599999999,91229.66629000,363,11509.20000000,34735.63068000,0
1750032600000000,3.01600000,3.01680000,3.01460000,3.01470000,8974.60000000,1750032659999999,27067.97029000,116,2378.80000000,7173.99502000,0
1750032660000000,3.01480000,3.01490000,3.01340000,3.01340000,15109.50000000,1750032719999999,45546.77416000,146,4096.90000000,12350.65333000,0
1750032720000000,3.01340000,3.01340000,3.01180000,3.01290000,12571.00000000,1750032779999999,37869.26461000,185,8221.50000000,24766.35477000,0
1750032780000000,3.01290000,3.01650000,3.01280000,3.01650000,10229.50000000,1750032839999999,30836.83360000,155,4630.90000000,13960.56277000,0
1750032840000000,3.01640000,3.01640000,3.01240000,3.01340000,4789.30000000,1750032899999999,14434.72484000,160,2136.40000000,6437.57976000,0
1750032900000000,3.01340000,3.01650000,3.01340000,3.01480000,8101.60000000,1750032959999999,24426.94223000,167,6041.40000000,18214.09441000,0
1750032960000000,3.01470000,3.01530000,3.01290000,3.01510000,4559.90000000,1750033019999999,13743.67984000,122,3014.50000000,9085.05006000,0
1750033020000000,3.01510000,3.01610000,3.01430000,3.01430000,5843.50000000,1750033079999999,17619.25842000,128,2599.80000000,7838.09286000,0
1750033080000000,3.01420000,3.01450000,3.00250000,3.00250000,41486.80000000,1750033139999999,124695.80132000,562,13977.40000000,42018.89223000,0
1750033140000000,3.00250000,3.00360000,3.00120000,3.00350000,16075.60000000,1750033199999999,48262.02157000,177,11156.90000000,33494.22537000,0
1750033200000000,3.00360000,3.00580000,3.00360000,3.00380000,21412.60000000,1750033259999999,64345.66428000,219,12395.00000000,37248.19011000,0
1750033260000000,3.00370000,3.00380000,2.99160000,2.99810000,143838.80000000,1750033319999999,430979.96067000,1249,61294.10000000,183554.22909000,0
1750033320000000,2.99810000,3.00160000,2.99090000,2.99160000,58278.30000000,1750033379999999,174512.84372000,547,16848.40000000,50436.58291000,0
1750033380000000,2.99140000,2.99430000,2.99080000,2.99430000,15332.10000000,1750033439999999,45879.92194000,279,9358.10000000,28002.21565000,0
1750033440000000,2.99420000,2.99420000,2.99040000,2.99060000,20106.30000000,1750033499999999,60156.45941000,255,9501.30000000,28427.27189000,0
